airport_ident,csv_le_ident,csv_he_ident,norm_le_ident,norm_he_ident,reason,db_candidate_pairs,csv_le_latitude_deg,csv_le_longitude_deg,csv_he_latitude_deg,csv_he_longitude_deg,csv_le_elevation_ft,csv_he_elevation_ft
GB-0688,3,21,03,21,airport not found in runway table,,52.0755760494074,-2.38829255104065,52.0780784680963,-2.38584101200104,103,100
GB-0689,4,22,04,22,airport not found in runway table,,52.2855924172917,-2.13920116424561,52.2914594471387,-2.13048934936523,42,51
GB-0691,16,34,16,34,airport not found in runway table,,52.0141288681392,0.746716260910034,52.0117846543959,0.748025178909302,22,26
GB-0693,8,26,08,26,airport not found in runway table,,52.3267371094817,-1.55162572860718,52.3274124764897,-1.54470562934876,57,54
GB-0694,3,21,03,21,airport not found in runway table,,52.4709850249254,-1.44920825958252,52.4751741522842,-1.44469141960144,100,98
GB-0696,11,29,11,29,airport not found in runway table,,52.9730084693265,-0.718574523925781,52.9720845635474,-0.712834596633911,37,33
GB-0697,12,30,12,30,airport not found in runway table,,52.2143451819153,-3.07194471359253,52.2129909880165,-3.06760489940643,177,175
GB-0698,7,25,07,25,airport not found in runway table,,52.1661933680709,-2.3525869846344,52.1676147938816,-2.34708309173584,51,47
GB-0699,17,35,17,35,airport not found in runway table,,52.410508726845,-0.596630573272705,52.4069745075979,-0.59525728225708,81,82
GB-0700,5,23,05,23,airport not found in runway table,,53.1830730125214,0.022809505462647,53.1869690299737,0.029858350753784,94,81
GB-0701,5,23,05,23,airport not found in runway table,,52.8200567579915,-1.44746482372284,52.8211686902318,-1.44507765769959,103,98
GB-0701,15,33,15,33,airport not found in runway table,,52.8227295616869,-1.44910097122192,52.820530062073,-1.44666016101837,90,103
GB-0702,9,27,09,27,airport not found in runway table,,53.0668336962962,-0.156238675117493,53.0671914908521,-0.148299336433411,9,13
GB-0702,16,34,16,34,airport not found in runway table,,53.0677491286932,-0.148508548736572,53.0648254789024,-0.14632523059845,13,13
GB-0703,8,26,08,26,airport not found in runway table,,52.6057613563473,-1.46469533443451,52.6066670124276,-1.45741581916809,81,86
GB-0704,4,22,04,22,airport not found in runway table,,52.1324014008911,-2.34537720680237,52.1348183153273,-2.34202980995178,100,94
GB-0705,8,26,08,26,airport not found in runway table,,52.4375557575028,-1.05068564414978,52.4393478384163,-1.03105187416077,156,155
GB-0705,15,33,15,33,airport not found in runway table,,52.4411463864858,-1.05084657669067,52.4373399180225,-1.04743480682373,152,156
GB-0706,18,36,18,36,airport not found in runway table,,53.0812978312014,-1.40381455421448,53.0786425698499,-1.40363216400146,130,137
GB-0707,9,27,09,27,airport not found in runway table,,53.2329230172749,-0.734142065048218,53.2330931969806,-0.728439688682556,19,26
GB-0708,6,24,06,24,airport not found in runway table,,52.9751017212382,-0.493901968002319,52.9783189292702,-0.483441352844238,40,27
GB-0710,8,26,08,26,airport not found in runway table,,52.3755435036051,0.882173180580139,52.3761952014272,0.888208150863647,39,40
GB-0711,4,22,04,22,airport not found in runway table,,55.2962832683192,-4.677654504776,55.3021406753531,-4.67036962509155,29,30
GB-0712,6,24,06,24,airport not found in runway table,,55.2534350105614,-1.71587347984314,55.2546457370346,-1.71266555786133,85,80
GB-0712,16,34,16,34,airport not found in runway table,,55.2546029342024,-1.71249389648438,55.2525544590498,-1.71107769012451,77,82
GB-0713,7,25,07,25,airport not found in runway table,,54.4569486039384,-1.56641006469727,54.4588414374906,-1.55529499053955,56,49
GB-0714,9,27,09,27,airport not found in runway table,,53.8937369392303,-1.07134938240051,53.8935725581012,-1.06398940086365,29,29
GB-0714,18,36,18,36,airport not found in runway table,,53.8959876311908,-1.06963276863098,53.8935599133722,-1.06942892074585,11,29
GB-0715,4,22,04,22,airport not found in runway table,,53.8783075854129,-1.12487554550171,53.8852514993929,-1.11660361289978,29,29
GB-0715,15,33,15,33,airport not found in runway table,,53.8821717818728,-1.11935019493103,53.8776624638198,-1.11510157585144,29,29
GB-0717,9,27,09,27,airport not found in runway table,,54.1939368511316,-1.06955766677856,54.1941126021604,-1.06465458869934,109,109
GB-0718,6,24,06,24,airport not found in runway table,,51.6690718863091,-1.71882390975952,51.6714573010017,-1.7117965221405,74,74
GB-0719,18,0,18,00,airport not found in runway table,,53.6797492809633,-1.10179781913757,53.6782368428162,-1.10185146331787,26,22
GB-0719,2,20,02,20,airport not found in runway table,,53.6780017109997,-1.10158324241638,53.6791455831733,-1.10107898712158,22,22
GB-0721,17,35,17,35,airport not found in runway table,,54.2929668745774,-0.745096206665039,54.2871492631787,-0.743443965911865,156,160
GB-0721,15,33,15,33,airport not found in runway table,,54.2918773091498,-0.745782852172852,54.289998680371,-0.743594169616699,156,154
GB-0722,9,27,09,27,airport not found in runway table,,50.9739403249793,-1.15038871765137,50.9740754381206,-1.14477753639221,112,105
GB-0723,8,26,08,26,airport not found in runway table,,53.8176606442174,-1.01693272590637,53.818395363501,-1.00891828536987,26,29
GB-0724,0,18,00,18,airport not found in runway table,,54.3269293192101,-0.683974027633667,54.3315777268653,-0.683684349060059,264,282
GB-0725,8,26,08,26,airport not found in runway table,,55.2026552700043,-1.80549144744873,55.2034083530165,-1.79601788520813,88,110
GB-0726,17,35,17,35,airport not found in runway table,,54.262910291309,-1.63933128118515,54.2606747079306,-1.6386553645134,110,113
GB-0729,17,35,17,35,airport not found in runway table,,53.8090869115652,-0.193650126457214,53.8046330728203,-0.191600918769836,16,15
GB-0730,9,27,09,27,airport not found in runway table,,54.2049135790583,-0.618807077407837,54.2048508273234,-0.611972808837891,19,19
GB-0731,3,21,03,21,airport not found in runway table,,53.3031561071291,-2.54536807537079,53.3061917726758,-2.54254102706909,55,65
GB-0732,8,26,08,26,airport not found in runway table,,53.7445487568823,-2.60954260826111,53.7454497212394,-2.60319113731384,52,65
GB-0733,11,29,11,29,airport not found in runway table,,53.2079667102784,-2.25565195083618,53.2068807648124,-2.25003004074097,90,93
GB-0734,4,22,04,22,airport not found in runway table,,53.4522889480982,-2.58423328399658,53.4559432620676,-2.57864356040955,33,32
GB-0736,3,21,03,21,airport not found in runway table,,53.4067689652842,-2.51198530197144,53.4143472910307,-2.50478625297546,15,20
GB-0737,12,30,12,30,airport not found in runway table,,53.1665753079091,-2.57572531700134,53.1642051106789,-2.56800591945648,46,45
GB-0737,17,35,17,35,airport not found in runway table,,53.1663501930383,-2.57598280906677,53.1633817822305,-2.57485091686249,46,46
GB-0737,13,31,13,31,airport not found in runway table,,53.1659096076598,-2.57625102996826,53.162696735195,-2.56870329380035,46,45
GB-0737,9,27,09,27,airport not found in runway table,,53.1635715351094,-2.57512450218201,53.1639510383504,-2.56756067276001,46,45
GB-0739,12,30,12,30,airport not found in runway table,,56.2161431841835,-3.46343994140625,56.2145621901309,-3.45724940299988,130,127
GB-0739,4,22,04,22,airport not found in runway table,,56.2159522751556,-3.46315026283264,56.2178553570246,-3.45985651016235,130,129
GB-0740,8,26,08,26,airport not found in runway table,,56.2173900353885,-3.02441596984863,56.218296810791,-3.01650881767273,100,88
GB-0741,15,33,15,33,airport not found in runway table,,55.7136708446013,-4.07700061798096,55.7112955339627,-4.07449007034302,248,246
GB-0744,4,22,04,22,airport not found in runway table,,51.856105717592,-1.49883985519409,51.8589749191876,-1.49506330490112,128,132
GB-0746,16,34,16,34,airport not found in runway table,,57.6979500637499,-3.36795330047607,57.6937817125065,-3.36427330970764,13,22
GB-0746,7,25,07,25,airport not found in runway table,,57.6941429503708,-3.36465954780579,57.6952782459243,-3.3597993850708,16,19
GB-0747,7,25,07,25,airport not found in runway table,,55.8434581604903,-3.53772640228271,55.8447171076479,-3.53049516677856,217,206
GB-0747,7,25,07,25,airport not found in runway table,,55.8434400891817,-3.53769421577454,55.8447472255016,-3.53054881095886,217,206
GB-0748,5,23,05,23,airport not found in runway table,,50.9992063984696,-0.465588569641113,51.0030211164392,-0.459140539169311,18,23
GB-0749,14,32,14,32,airport not found in runway table,,51.1437500645452,0.756179094314575,51.1408354776405,0.760846138000488,30,35
GB-0750,9,27,09,27,airport not found in runway table,,51.0766208155596,-1.54317140579224,51.076688222702,-1.53420209884644,83,82
GB-0751,8,26,08,26,airport not found in runway table,,51.7276794147904,-0.551730394363403,51.7285167323874,-0.543147325515747,162,159
GB-0751,3,21,03,21,airport not found in runway table,,51.721764586892,-0.549348592758179,51.728410407203,-0.542535781860352,162,159
GB-0752,7,25,07,25,airport not found in runway table,,52.1063997569683,-0.42222261428833,52.1081393825946,-0.412942171096802,39,27
GB-0753,4,22,04,22,airport not found in runway table,,51.0916030079618,0.885547399520874,51.0938468861126,0.888444185256958,45,38
GB-0754,5,23,05,23,airport not found in runway table,,57.5607798528189,-2.02733159065247,57.5629321582131,-2.02207446098328,52,40
GB-0755,18,0,18,00,airport not found in runway table,,53.8411842635516,-0.211417078971863,53.8387343709873,-0.21148145198822,13,16
GB-0756,5,23,05,23,airport not found in runway table,,51.831338827233,-0.673395395278931,51.8340372335782,-0.667735934257507,92,93
GB-0757,3,21,03,21,airport not found in runway table,,51.047727818027,0.012869238853455,51.0500075474007,0.014811158180237,128,153
GB-0758,2,20,02,20,airport not found in runway table,,51.3346001368364,-0.315513610839844,51.3388161729431,-0.313045978546143,57,51
GB-0759,5,23,05,23,airport not found in runway table,,51.0252955044934,-0.014548301696777,51.0275493463485,-0.009655952453613,92,91
GB-0760,4,22,04,22,airport not found in runway table,,50.9329423670507,-1.26779437065125,50.9354711475926,-1.2638783454895,17,31
GB-0761,11,29,11,29,airport not found in runway table,,51.49677467073,-1.4866840839386,51.4946038367453,-1.47799372673035,166,150
GB-0762,7,25,07,25,airport not found in runway table,,51.2672854914353,-2.10461139678955,51.268010479533,-2.10082411766052,193,194
GB-0762,1,19,01,19,airport not found in runway table,,51.2621901135575,-2.10275530815125,51.2676681254676,-2.10188627243042,170,194
GB-0763,6,24,06,24,airport not found in runway table,,51.0472354357059,-1.44724488258362,51.0507899138671,-1.43831849098206,133,152
GB-0764,8,26,08,26,airport not found in runway table,,53.3444988912525,-2.53372192382812,53.3457094454213,-2.51445293426514,73,63
GB-0765,11,29,11,29,airport not found in runway table,,50.9054346908527,-0.233244895935059,50.9044874933587,-0.228985548019409,26,32
GB-0765,16,34,16,34,airport not found in runway table,,50.9078905488768,-0.230509042739868,50.9031004908295,-0.22822380065918,31,35
GB-0766,9,27,09,27,airport not found in runway table,,51.1184550140416,-0.449666976928711,51.1177411384969,-0.434582233428955,58,60
GB-0768,9,27,09,27,airport not found in runway table,,51.6488224101896,-1.37691736221313,51.6492018590623,-1.36680543422699,59,57
GB-0769,5,23,05,23,airport not found in runway table,,51.1752737247801,-1.62472128868103,51.1784080914377,-1.61816596984863,126,112
GB-0770,7,25,07,25,airport not found in runway table,,52.1741619792207,-0.022187232971192,52.175037057627,-0.017552375793457,33,33
GB-0771,11,29,11,29,airport not found in runway table,,52.7628333079405,-2.1299421787262,52.7614439577723,-2.1223783493042,92,86
GB-0772,10,28,10,28,airport not found in runway table,,52.8065167821042,0.953514575958252,52.8054725762536,0.963073968887329,64,67
GB-0772,2,20,02,20,airport not found in runway table,,52.8006338789843,0.955338478088379,52.8074247668077,0.959522724151611,57,71
GB-0773,7,25,07,25,airport not found in runway table,,52.514327444582,-0.009505748748779,52.5163644993104,-0.001899003982544,3,0
GB-0773,17,35,17,35,airport not found in runway table,,52.5213979699155,-0.007134675979614,52.5142033901216,-0.005546808242798,-1,3
GB-0774,6,24,06,24,airport not found in runway table,,51.7691080204548,-0.913077592849731,51.7705089009787,-0.909258127212524,73,71
GB-0775,8,26,08,26,airport not found in runway table,,51.76260099121,-0.943665504455566,51.7644469580684,-0.932035446166992,73,74
GB-0776,8,26,08,26,airport not found in runway table,,52.5270117963386,-0.359319448471069,52.527990878629,-0.345683097839356,29,22
GB-0777,4,22,04,22,airport not found in runway table,,50.8714723915983,0.227590799331665,50.8755954815197,0.233041048049927,12,15
GB-0778,7,25,07,25,airport not found in runway table,,51.1412662826756,-0.624879598617554,51.1419596010876,-0.621019899845123,110,96
GB-0779,4,22,04,22,airport not found in runway table,,51.4890326697032,-1.21700406074524,51.4929940130948,-1.21178984642029,140,147
GB-0780,10,28,10,28,airport not found in runway table,,52.4471824310928,1.29737377166748,52.4467900806287,1.30468010902405,52,46
GB-0781,1,19,01,19,airport not found in runway table,,51.5170152245639,-0.897424221038818,51.5223693535047,-0.896372795104981,49,42
GB-0782,8,26,08,26,airport not found in runway table,,51.1874938599673,0.031285285949707,51.1881125148266,0.041520595550537,42,42
GB-0783,10,28,10,28,airport not found in runway table,,52.5626819853595,1.45177245140076,52.5622450101383,1.45650386810303,12,25
GB-0783,18,36,18,36,airport not found in runway table,,52.5622189219277,1.45662188529968,52.5589903861022,1.45678281784058,25,25
GB-0784,18,36,18,36,airport not found in runway table,,52.8288606666609,1.00360214710236,52.826407031949,1.00375235080719,68,64
GB-0785,18,0,18,00,airport not found in runway table,,51.0413871522761,-0.331295728683472,51.0388438967404,-0.33132791519165,79,81
GB-0785,2,20,02,20,airport not found in runway table,,51.0387494495493,-0.331263542175293,51.0411375551261,-0.330051183700561,81,80
GB-0787,9,27,09,27,airport not found in runway table,,51.7475050564683,-0.912702083587646,51.7474984139434,-0.904290676116943,73,77
GB-0787,1,19,01,19,airport not found in runway table,,51.7450472555904,-0.909435153007507,51.7472924951883,-0.908533930778503,71,76
GB-0788,7,25,07,25,airport not found in runway table,,51.5930421967119,0.441330671310425,51.5943885499272,0.447746515274048,28,21
GB-0789,1,19,01,19,airport not found in runway table,,52.933456685582,0.953761339187622,52.9374594012288,0.955252647399902,38,36
GB-0790,7,25,07,25,airport not found in runway table,,50.7542962667974,-1.59594655036926,50.7560270648221,-1.58985257148743,33,28
GB-0791,8,26,08,26,airport not found in runway table,,50.9233669146574,-0.618184804916382,50.9244625111854,-0.610427856445313,55,55
GB-0792,3,21,03,21,airport not found in runway table,,51.057871078061,-0.380187034606934,51.0621934279173,-0.376174449920654,38,32
GB-0794,15,33,15,33,airport not found in runway table,,51.8121569202243,-1.15932583808899,51.8075732750339,-1.15445494651794,61,63
GB-0794,5,23,05,23,airport not found in runway table,,51.8073211941929,-1.15413308143616,51.8095102702488,-1.15057110786438,64,67
GB-0795,2,20,02,20,airport not found in runway table,,51.9947507494765,-0.011318922042847,52.0011516081806,-0.008443593978882,142,151
GB-0796,10,28,10,28,airport not found in runway table,,52.1336098744996,0.769397020339966,52.1323306037368,0.777668952941895,86,84
GB-0797,10,28,10,28,airport not found in runway table,,51.7468075860248,0.592124462127685,51.7463160289574,0.598819255828857,25,17
GB-0798,3,21,03,21,airport not found in runway table,,51.4337316839022,-1.46746873855591,51.4392092897,-1.4633059501648,134,140
GB-0799,10,28,10,28,airport not found in runway table,,51.206140638264,0.504008531570435,51.20486683322,0.512312650680542,13,18
GB-0800,3,21,03,21,airport not found in runway table,,52.3715381344609,0.223803520202637,52.3742630039936,0.226163864135742,16,29
GB-MULL,7,26,07,26,airport not found in runway table,,56.5158478526697,-5.91879844665527,56.5189020195652,-5.90764045715332,15,15
GB-Bala,7,25,07,25,airport not found in runway table,,57.2515696867784,-5.83295691534424,57.254689,-5.822561,34,34
